      0: board.processor.cores.core.branchPred: index mask: 0x1ff
1630000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
1630000: global: MinorTrace: addr=,,,
1630000: global: MinorTrace: addr=,,,,,,,
1630000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
1630000: global: MinorTrace: insts=,,,,,,,
1630000: global: MinorTrace: busy=
1630000: global: MinorTrace: insts=(0/4.2/44/47.47,0/4.2/27/30.30) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
1630000: global: MinorTrace: insts=-
1630000: global: MinorTrace: insts=-,-,-,-
1630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1630000: global: MinorTrace: insts=-,-,-
1630000: global: MinorTrace: insts=-,-,-,-
1630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1630000: global: MinorTrace: insts=-,-,-,-,-
1630000: global: MinorTrace: insts=-,-
1630000: global: MinorTrace: insts=-,-
1630000: global: MinorTrace: insts=-,-,-,-
1630000: global: MinorTrace: insts=-,-,-,-,-,-
1630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1630000: global: MinorTrace: insts=-
1630000: global: MinorTrace: insts=-,-
1630000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
1630000: global: MinorTrace: insts=-
1630000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630000: global: MinorTrace: branch=-,-
1630000: global: MinorTrace: activity=4 stages=1,1,1,E,1
1640000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
1640000: board.processor.cores.core.execute: No interrupt controller
1640000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
1640000: board.processor.cores.core.fetch2: Scheduled Thread: -1
1640000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
1640000: global: MinorTrace: lines=
1640000: global: MinorTrace: lines=0/4.2/45
1640000: global: MinorTrace: lines=-,-
1640000: global: MinorTrace: prediction=-,-
1640000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
1640000: global: MinorTrace: lines=R,,
1640000: global: MinorTrace: insts=-,-
1640000: global: MinorTrace: insts=-
1640000: global: MinorTrace: insts=,,,
1640000: global: MinorTrace: insts=-,-
1640000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
1640000: global: MinorTrace: addr=,,,
1640000: global: MinorTrace: addr=,,,,,,,
1640000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
1640000: global: MinorTrace: insts=,,,,,,,
1640000: global: MinorTrace: busy=
1640000: global: MinorTrace: insts=(0/4.2/44/47.47,0/4.2/27/30.30) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
1640000: global: MinorTrace: insts=-
1640000: global: MinorTrace: insts=-,-,-,-
1640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1640000: global: MinorTrace: insts=-,-,-
1640000: global: MinorTrace: insts=-,-,-,-
1640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1640000: global: MinorTrace: insts=-,-,-,-,-
1640000: global: MinorTrace: insts=-,-
1640000: global: MinorTrace: insts=-,-
1640000: global: MinorTrace: insts=-,-,-,-
1640000: global: MinorTrace: insts=-,-,-,-,-,-
1640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1640000: global: MinorTrace: insts=-
1640000: global: MinorTrace: insts=-,-
1640000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
1640000: global: MinorTrace: insts=-
1640000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640000: global: MinorTrace: branch=-,-
1640000: global: MinorTrace: activity=4 stages=1,1,1,E,1
1650000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
1650000: board.processor.cores.core.execute: No interrupt controller
1650000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
1650000: board.processor.cores.core.fetch2: Scheduled Thread: -1
1650000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
1650000: global: MinorTrace: lines=
1650000: global: MinorTrace: lines=0/4.2/45
1650000: global: MinorTrace: lines=-,-
1650000: global: MinorTrace: prediction=-,-
1650000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
1650000: global: MinorTrace: lines=R,,
1650000: global: MinorTrace: insts=-,-
1650000: global: MinorTrace: insts=-
1650000: global: MinorTrace: insts=,,,
1650000: global: MinorTrace: insts=-,-
1650000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
1650000: global: MinorTrace: addr=,,,
1650000: global: MinorTrace: addr=,,,,,,,
1650000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
1650000: global: MinorTrace: insts=,,,,,,,
1650000: global: MinorTrace: busy=
1650000: global: MinorTrace: insts=(0/4.2/44/47.47,0/4.2/27/30.30) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
1650000: global: MinorTrace: insts=-
1650000: global: MinorTrace: insts=-,-,-,-
1650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1650000: global: MinorTrace: insts=-,-,-
1650000: global: MinorTrace: insts=-,-,-,-
1650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1650000: global: MinorTrace: insts=-,-,-,-,-
1650000: global: MinorTrace: insts=-,-
1650000: global: MinorTrace: insts=-,-
1650000: global: MinorTrace: insts=-,-,-,-
1650000: global: MinorTrace: insts=-,-,-,-,-,-
1650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1650000: global: MinorTrace: insts=-
1650000: global: MinorTrace: insts=-,-
1650000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
1650000: global: MinorTrace: insts=-
1650000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650000: global: MinorTrace: branch=-,-
1650000: global: MinorTrace: activity=4 stages=1,1,1,E,1
1660000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
1660000: board.processor.cores.core.execute: No interrupt controller
1660000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
1660000: board.processor.cores.core.fetch2: Scheduled Thread: -1
1660000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
1660000: global: MinorTrace: lines=
1660000: global: MinorTrace: lines=0/4.2/45
1660000: global: MinorTrace: lines=-,-
1660000: global: MinorTrace: prediction=-,-
1660000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
1660000: global: MinorTrace: lines=R,,
1660000: global: MinorTrace: insts=-,-
1660000: global: MinorTrace: insts=-
1660000: global: MinorTrace: insts=,,,
1660000: global: MinorTrace: insts=-,-
1660000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
1660000: global: MinorTrace: addr=,,,
1660000: global: MinorTrace: addr=,,,,,,,
1660000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
1660000: global: MinorTrace: insts=,,,,,,,
1660000: global: MinorTrace: busy=
1660000: global: MinorTrace: insts=(0/4.2/44/47.47,0/4.2/27/30.30) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
1660000: global: MinorTrace: insts=-
1660000: global: MinorTrace: insts=-,-,-,-
1660000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1660000: global: MinorTrace: insts=-,-,-
1660000: global: MinorTrace: insts=-,-,-,-
1660000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1660000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1660000: global: MinorTrace: insts=-,-,-,-,-
1660000: global: MinorTrace: insts=-,-
1660000: global: MinorTrace: insts=-,-
1660000: global: MinorTrace: insts=-,-,-,-
1660000: global: MinorTrace: insts=-,-,-,-,-,-
1660000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1660000: global: MinorTrace: insts=-
1660000: global: MinorTrace: insts=-,-
1660000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
1660000: global: MinorTrace: insts=-
1660000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660000: global: MinorTrace: branch=-,-
1660000: global: MinorTrace: activity=4 stages=1,1,1,E,1
1670000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
1670000: board.processor.cores.core.execute: No interrupt controller
1670000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
1670000: board.processor.cores.core.fetch2: Scheduled Thread: -1
1670000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
1670000: global: MinorTrace: lines=
1670000: global: MinorTrace: lines=0/4.2/45
1670000: global: MinorTrace: lines=-,-
1670000: global: MinorTrace: prediction=-,-
1670000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
1670000: global: MinorTrace: lines=R,,
1670000: global: MinorTrace: insts=-,-
1670000: global: MinorTrace: insts=-
1670000: global: MinorTrace: insts=,,,
1670000: global: MinorTrace: insts=-,-
1670000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
1670000: global: MinorTrace: addr=,,,
1670000: global: MinorTrace: addr=,,,,,,,
1670000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
1670000: global: MinorTrace: insts=,,,,,,,
1670000: global: MinorTrace: busy=
1670000: global: MinorTrace: insts=(0/4.2/44/47.47,0/4.2/27/30.30) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
1670000: global: MinorTrace: insts=-
1670000: global: MinorTrace: insts=-,-,-,-
1670000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1670000: global: MinorTrace: insts=-,-,-
1670000: global: MinorTrace: insts=-,-,-,-
1670000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1670000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1670000: global: MinorTrace: insts=-,-,-,-,-
1670000: global: MinorTrace: insts=-,-
1670000: global: MinorTrace: insts=-,-
1670000: global: MinorTrace: insts=-,-,-,-
1670000: global: MinorTrace: insts=-,-,-,-,-,-
1670000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1670000: global: MinorTrace: insts=-
1670000: global: MinorTrace: insts=-,-
1670000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
1670000: global: MinorTrace: insts=-
1670000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670000: global: MinorTrace: branch=-,-
1670000: global: MinorTrace: activity=4 stages=1,1,1,E,1
1680000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
1680000: board.processor.cores.core.execute: No interrupt controller
1680000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
1680000: board.processor.cores.core.fetch2: Scheduled Thread: -1
1680000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
1680000: global: MinorTrace: lines=
1680000: global: MinorTrace: lines=0/4.2/45
1680000: global: MinorTrace: lines=-,-
1680000: global: MinorTrace: prediction=-,-
1680000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
1680000: global: MinorTrace: lines=R,,
1680000: global: MinorTrace: insts=-,-
1680000: global: MinorTrace: insts=-
1680000: global: MinorTrace: insts=,,,
1680000: global: MinorTrace: insts=-,-
1680000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
1680000: global: MinorTrace: addr=,,,
1680000: global: MinorTrace: addr=,,,,,,,
1680000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
1680000: global: MinorTrace: insts=,,,,,,,
1680000: global: MinorTrace: busy=
1680000: global: MinorTrace: insts=(0/4.2/44/47.47,0/4.2/27/30.30) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
1680000: global: MinorTrace: insts=-
1680000: global: MinorTrace: insts=-,-,-,-
1680000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1680000: global: MinorTrace: insts=-,-,-
1680000: global: MinorTrace: insts=-,-,-,-
1680000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1680000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1680000: global: MinorTrace: insts=-,-,-,-,-
1680000: global: MinorTrace: insts=-,-
1680000: global: MinorTrace: insts=-,-
1680000: global: MinorTrace: insts=-,-,-,-
1680000: global: MinorTrace: insts=-,-,-,-,-,-
1680000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1680000: global: MinorTrace: insts=-
1680000: global: MinorTrace: insts=-,-
1680000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
1680000: global: MinorTrace: insts=-
1680000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680000: global: MinorTrace: branch=-,-
1680000: global: MinorTrace: activity=4 stages=1,1,1,E,1
1690000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
1690000: board.processor.cores.core.execute: No interrupt controller
1690000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
1690000: board.processor.cores.core.fetch2: Scheduled Thread: -1
1690000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
1690000: global: MinorTrace: lines=
1690000: global: MinorTrace: lines=0/4.2/45
1690000: global: MinorTrace: lines=-,-
1690000: global: MinorTrace: prediction=-,-
1690000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
1690000: global: MinorTrace: lines=R,,
1690000: global: MinorTrace: insts=-,-
1690000: global: MinorTrace: insts=-
1690000: global: MinorTrace: insts=,,,
1690000: global: MinorTrace: insts=-,-
1690000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
1690000: global: MinorTrace: addr=,,,
1690000: global: MinorTrace: addr=,,,,,,,
1690000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
1690000: global: MinorTrace: insts=,,,,,,,
1690000: global: MinorTrace: busy=
1690000: global: MinorTrace: insts=(0/4.2/44/47.47,0/4.2/27/30.30) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
1690000: global: MinorTrace: insts=-
1690000: global: MinorTrace: insts=-,-,-,-
1690000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1690000: global: MinorTrace: insts=-,-,-
1690000: global: MinorTrace: insts=-,-,-,-
1690000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1690000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1690000: global: MinorTrace: insts=-,-,-,-,-
1690000: global: MinorTrace: insts=-,-
1690000: global: MinorTrace: insts=-,-
1690000: global: MinorTrace: insts=-,-,-,-
1690000: global: MinorTrace: insts=-,-,-,-,-,-
1690000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1690000: global: MinorTrace: insts=-
1690000: global: MinorTrace: insts=-,-
1690000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
1690000: global: MinorTrace: insts=-
1690000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690000: global: MinorTrace: branch=-,-
1690000: global: MinorTrace: activity=4 stages=1,1,1,E,1
1700000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
1700000: board.processor.cores.core.execute: No interrupt controller
1700000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
1700000: board.processor.cores.core.fetch2: Scheduled Thread: -1
1700000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
1700000: global: MinorTrace: lines=
1700000: global: MinorTrace: lines=0/4.2/45
1700000: global: MinorTrace: lines=-,-
1700000: global: MinorTrace: prediction=-,-
1700000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
1700000: global: MinorTrace: lines=R,,
1700000: global: MinorTrace: insts=-,-
1700000: global: MinorTrace: insts=-
1700000: global: MinorTrace: insts=,,,
1700000: global: MinorTrace: insts=-,-
1700000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
1700000: global: MinorTrace: addr=,,,
1700000: global: MinorTrace: addr=,,,,,,,
1700000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
1700000: global: MinorTrace: insts=,,,,,,,
1700000: global: MinorTrace: busy=
1700000: global: MinorTrace: insts=(0/4.2/44/47.47,0/4.2/27/30.30) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
1700000: global: MinorTrace: insts=-
1700000: global: MinorTrace: insts=-,-,-,-
1700000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1700000: global: MinorTrace: insts=-,-,-
1700000: global: MinorTrace: insts=-,-,-,-
1700000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1700000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1700000: global: MinorTrace: insts=-,-,-,-,-
1700000: global: MinorTrace: insts=-,-
1700000: global: MinorTrace: insts=-,-
1700000: global: MinorTrace: insts=-,-,-,-
1700000: global: MinorTrace: insts=-,-,-,-,-,-
1700000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1700000: global: MinorTrace: insts=-
1700000: global: MinorTrace: insts=-,-
1700000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
1700000: global: MinorTrace: insts=-
1700000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700000: global: MinorTrace: insts=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700000: global: MinorTrace: branch=-,-
1700000: global: MinorTrace: activity=4 stages=1,1,1,E,1
1710000: board.processor.cores.core.execute.lsq.storeBuffer: StoreBuffer step numUnissuedAccesses: 0
1710000: board.processor.cores.core.execute: No interrupt controller
1710000: board.processor.cores.core.execute: [tid:0] thread_interrupted?=0 isInbetweenInsts?=1
1710000: board.processor.cores.core.fetch2: Scheduled Thread: -1
1710000: global: MinorTrace: state=FetchRunning icacheState=IcacheRunning in_tlb_mem=0/1 streamSeqNum=4 lines=-
1710000: global: MinorTrace: lines=
1710000: global: MinorTrace: lines=0/4.2/45
1710000: global: MinorTrace: lines=-,-
1710000: global: MinorTrace: prediction=-,-
1710000: global: MinorTrace: inputIndex=0 havePC=1 predictionSeqNum=2 insts=-
1710000: global: MinorTrace: lines=R,,
1710000: global: MinorTrace: insts=-,-
1710000: global: MinorTrace: insts=-
1710000: global: MinorTrace: insts=,,,
1710000: global: MinorTrace: insts=-,-
1710000: global: MinorTrace: state=MemoryRunning in_tlb_mem=0/0 stores_in_transfers=0 lastMemBarrier=0
1710000: global: MinorTrace: addr=,,,
1710000: global: MinorTrace: addr=,,,,,,,
1710000: global: MinorTrace: addr=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- num_unissued_stores=0
1710000: global: MinorTrace: insts=,,,,,,,
1710000: global: MinorTrace: busy=
1710000: global: MinorTrace: insts=(0/4.2/44/47.47,0/4.2/27/30.30) inputIndex=0 streamSeqNum=4 stalled=E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E drainState=NotDraining isInbetweenInsts=1
1710000: global: MinorTrace: insts=-
1710000: global: MinorTrace: insts=-,-,-,-
1710000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1710000: global: MinorTrace: insts=-,-,-
1710000: global: MinorTrace: insts=-,-,-,-
1710000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1710000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1710000: global: MinorTrace: insts=-,-,-,-,-
1710000: global: MinorTrace: insts=-,-
1710000: global: MinorTrace: insts=-,-
1710000: global: MinorTrace: insts=-,-,-,-
1710000: global: MinorTrace: insts=-,-,-,-,-,-
1710000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1710000: global: MinorTrace: insts=-
1710000: global: MinorTrace: insts=-,-
1710000: global: MinorTrace: insts=-,-,-,-,-,-,-,-,-,-
1710000: global: MinorTrace: insts=-
